,Player,PPR_Projected_2023
1484,Gus Edwards,115.23547647527823
1832,Jeff Wilson,115.17052640443048
2871,Noah Brown,115.10407187982928
863,Damien Williams,115.08580622546384
2809,Nelson Agholor,115.06078136852784
2766,Mohamed Sanu,115.04690930917802
2508,Marcus Mariota,114.98254502504955
608,Chris Conley,114.80917330287912
1745,Jared Cook,114.73820913090053
1647,Jakobi Meyers,114.63704534943066
1665,Jalen Richard,114.62033096569948
926,Darius Slayton,114.46808926969015
1981,Jonnu Smith,114.42072317803486
2389,Latavius Murray,114.24198584579091
1355,Evan Engram,114.15733292967464
1391,Gabriel Davis,114.11873132535932
899,Danny Amendola,114.0458337676134
2263,Kenny Stills,114.02994333913665
394,Brett Hundley,113.72578726621254
447,Byron Pringle,113.717134335499
72,Alec Pierce,113.66053182250664
354,Brandon Bolden,113.37336300389964
2394,Laviska Shenault Jr.,113.33052960988405
3018,Randall Cobb,113.30162185126655
1468,Greg Dortch,113.2886078033591
100,Alexander Mattison,113.07939084098847
1044,DeAndre Carter,113.01600859176051
19,Aaron Jones,112.80436577834782
56,Adrian Peterson,112.44999785469051
166,Andy Dalton,112.44229185796135
1263,Duke Johnson,112.42694553585747
1890,Jimmy Graham,112.24163131228437
361,Brandon LaFell,112.23785816866169
1179,Devin Funchess,112.20038362433523
526,Carson Wentz,111.99110818647897
3790,Zach Pascal,111.9312327524498
287,Ben Watson,111.86891699281458
3698,Tyrell Williams,111.81702925516973
1472,Greg Olsen,111.77239512773808
244,Austin Ekeler,111.68867885039
1390,Gabriel Davis,111.5927703686941
3119,Robert Tonyan,111.57681354472027
3222,Sam Darnold,111.57045437742802
415,Brian Robinson Jr.,111.44686457588047
2252,Kenneth Gainwell,111.40391464169969
168,Andy Dalton,111.2814881480607
2545,Marquez Valdes-Scantling,111.01598886622659
1589,Jack Doyle,111.01474135853792
2906,Olamide Zaccheaus,110.99537958601991
1163,Deshaun Watson,110.83243326018255
3414,Taysom Hill,110.73887745564163
3616,Tua Tagovailoa,110.59522551740149
2390,Latavius Murray,109.8790062902862
1053,DeAndre Washington,109.8593910511962
1798,Jay Ajayi,109.8377144168228
1902,Joe Flacco,109.71618912133889
3301,Sony Michel,109.60601327546001
3224,Sam Darnold,109.49941263001965
2554,Marquise Goodwin,109.42533072994317
2638,Matthew Stafford,109.38884196658714
1507,Hunter Henry,109.34491442356513
125,Alshon Jeffery,109.20212623680683
833,Dak Prescott,108.99300800416614
3391,Tarik Cohen,108.93857684862354
7,A.J. Green,108.90625345029801
719,Cole Kmet,108.82660555661595
2408,LeSean McCoy,108.45305584077208
381,Braxton Berrios,107.81823687266528
2951,Peyton Barber,107.29611117682465
1679,Jamaal Williams,107.26533190538164
2420,Leonard Fournette,107.11618469063423
2810,Nelson Agholor,106.8544867154824
1181,Devin Singletary,106.70671907909602
3804,Zay Jones,106.68703840818898
3759,Will Fuller,106.59109046411665
3721,Vance McDonald,106.27252432875079
208,Antonio Callaway,106.13298263769434
3026,Rashaad Penny,106.13062233874325
1699,James Cook,105.93883205918777
250,Austin Hooper,105.90104989563858
2550,Marquise Brown,105.84058497303954
2751,Miles Sanders,105.80412317812532
2682,Michael Gallup,105.79948847598877
2007,Jordan Reed,105.78126227828402
1004,David Moore,105.71746474367094
687,Clyde Edwards-Helaire,105.67414468673702
3102,Rob Gronkowski,105.59179925915507
206,Antonio Brown,105.58772528397579
1514,Hunter Renfrow,105.51994573245484
1500,Hayden Hurst,105.51202621004455
1691,Jameis Winston,105.47865342648653
1233,Donte Moncrief,105.36590708388083
1724,James White,105.22144918907813
1441,Gerald Everett,105.01970433506425
1677,Jamaal Williams,104.7903454781698
837,Dallas Goedert,104.68351020946385
943,Darrell Henderson,104.55772276749617
3460,Theo Riddick,104.52638219318011
3363,T.Y. Hilton,104.50697619354523
577,Chase Claypool,104.44332396645017
1695,James Conner,104.39229679656302
2589,Matt Breida,104.37217568155776
2885,Nyheim Hines,104.32824503593699
3529,Travis Fulgham,104.32565118488344
735,Cooper Kupp,104.2292573083615
2075,Josh Reynolds,104.22804034657553
1510,Hunter Henry,104.22405181412606
423,Brock Purdy,104.12496472092937
3665,Tyler Higbee,104.09364379279182
3624,Ty Johnson,104.0774745028793
3334,Sterling Shepard,103.99239538883336
2241,Kendrick Bourne,103.98024320878932
1846,Jeremy Maclin,103.97539183688191
993,David Johnson,103.70997599562624
1073,DeVante Parker,103.69657996646883
810,D.J. Moore,103.68118852916128
2996,Quez Watkins,103.48731785355474
3062,Rhamondre Stevenson,103.46849117968983
193,Anthony Miller,103.4270441177791
1100,Demarcus Robinson,103.25507042635537
2358,Lamar Jackson,103.05848131458947
596,Chosen Anderson,103.05810656406169
3139,Romeo Doubs,102.99420309509082
2274,Kenyan Drake,102.85659274237821
2652,Mecole Hardman,102.81795630215528
1128,Deonte Harty,102.79507041053719
2407,LeSean McCoy,102.72481256047298
2888,Nyheim Hines,102.53888149687937
3161,Royce Freeman,102.48927654962985
1678,Jamaal Williams,102.48693167750518
520,Carson Palmer,102.42234699479357
1859,Jerick McKinnon,102.30205164935332
1965,Jonathan Stewart,102.22538543701837
2277,Kerryon Johnson,101.9957202093995
1352,Evan Engram,101.61976654144449
3186,Ryan Grant,101.43531271568781
1433,George Kittle,101.17390814402903
390,Breshad Perriman,100.9494056567389
117,Allen Robinson,100.92005974186313
931,Darnell Mooney,100.85210377509442
3794,Zach Wilson,100.8393395067628
3240,Sammy Watkins,100.82028354793901
2043,Josh Gordon,100.71790232804739
2340,Kyle Rudolph,100.66802803367912
3037,Rashid Shaheed,100.65783490187547
2768,Mohamed Sanu,100.6106992363222
3440,Terrance Williams,100.5864218841661
1061,DeSean Jackson,100.55355282191941
2715,Mike Gesicki,100.44324112966595
2038,Josh Doctson,100.37775115087086
2073,Josh Reynolds,100.36156529145251
3697,Tyrell Williams,100.31944564906314
2383,Larry Fitzgerald,100.17253431323276
3033,Rashard Higgins,100.1572266253984
2106,Julius Thomas,100.12869351741962
254,Austin Hooper,99.97796238579826
3789,Zach Pascal,99.94474625732065
823,DJ Chark,99.88533069798738
431,Bryan Edwards,99.88533069798738
712,Cole Beasley,99.87655235807654
2264,Kenny Stills,99.81452326716108
1541,Isaiah Hodgins,99.75712046214349
594,Chigoziem Okonkwo,99.71927899906652
765,Corey Davis,99.7171631456149
2718,Mike Gesicki,99.58589395883666
3454,Tevin Coleman,99.47022520957853
1717,James Washington,99.4513381919184
3726,Vernon Davis,99.29346914719841
3452,Tevin Coleman,99.24862058102975
194,Anthony Miller,99.20351900232271
2858,Nick Westbrook-Ikhine,99.19698310293388
1230,Donovan Peoples-Jones,99.03975265877624
2184,Kareem Hunt,99.03913100993378
1731,Jamison Crowder,98.84560485164266
688,Clyde Edwards-Helaire,98.79229351459544
3510,Tony Pollard,98.74567516890131
654,Chris Thompson,98.65283360468989
103,Alfred Blue,98.64099641479316
3145,Rondale Moore,98.60537631997916
1378,Frank Gore,98.3517530366508
848,Dalvin Cook,98.30414546549913
2524,Mark Ingram,98.00803849439568
3799,Zack Moss,97.20767547781007
2863,Nico Collins,96.97510165993407
2404,LeGarrette Blount,96.81944366800577
2265,Kenny Stills,96.80912180115313
3123,Robert Woods,96.6288302027961
1012,David Njoku,96.61836060086547
3656,Tyler Eifert,96.60834260823519
1513,Hunter Renfrow,96.55688821982103
2037,Josh Doctson,96.4045255222679
900,Danny Amendola,96.34386312962802
3807,Zay Jones,95.85972205964593
3209,Ryan Tannehill,95.77949093194073
3060,Rex Burkhead,95.12945952157534
2952,Peyton Barber,95.05501744292319
796,D'Ernest Johnson,94.86314418379801
1814,Jaylen Warren,94.67628220419734
2843,Nick Mullens,94.27640260917839
1009,David Njoku,93.6655370422248
1891,Jimmy Graham,93.5661960569698
563,Charles Clay,93.46185697018929
1922,John Brown,93.42530111691106
838,Dallas Goedert,93.37737601286815
3585,Trevor Siemian,93.31221621715686
2339,Kyle Rudolph,93.2232433005106
3016,Randall Cobb,93.17373380433722
1072,DeVante Parker,93.15972887850948
3523,Travis Benjamin,93.0906862490551
869,Damiere Byrd,93.04152648915823
1130,Deonte Thompson,92.99221785975045
481,Cade Otton,92.95803497359282
2076,Josh Rosen,92.90654349827008
2813,Nelson Agholor,92.74483908310411
3038,Rashod Bateman,92.69528111353577
134,Amari Cooper,92.6867909523182
2387,Latavius Murray,92.57724014549345
3607,Treylon Burks,92.55566963696054
2654,Mecole Hardman,92.50133032429893
1356,Evan Engram,92.32404471426985
1727,Jamison Crowder,92.18854818220929
256,Austin Seferian-Jenkins,91.9489099653928
2391,Latavius Murray,91.94833839091989
764,Corey Davis,91.92746049689201
252,Austin Hooper,91.74746252245308
8,A.J. Green,91.60332719133997
1591,Jack Doyle,91.53193124154602
2521,Mark Ingram,91.38958131166815
897,Danny Amendola,91.35152292200164
2273,Kenyan Drake,91.18260008569787
3138,Roger Lewis,91.17681485247891
1542,Isaiah Likely,91.15534683613058
3365,T.Y. Hilton,91.12063287669812
3404,Taylor Gabriel,91.0268070910252
783,Curtis Samuel,91.01558297415613
898,Danny Amendola,90.85729596838021
1321,Eno Benjamin,90.82258161937057
2558,Marquise Goodwin,90.76654064027264
2703,Mike Davis,90.01588496662109
860,Damien Harris,89.93643812775474
1450,Giovani Bernard,89.78020775327546
82,Alex Collins,89.66943884364677
2253,Kenneth Gainwell,89.54414458636082
2472,Malcolm Brown,89.29088164589467
769,Courtland Sutton,88.89386146316251
1528,Irv Smith Jr.,88.53288680582975
3300,Sony Michel,88.4976902758553
1308,Elijah Moore,88.39615256258617
676,Chuba Hubbard,88.31212807673947
2243,Kendrick Bourne,88.10376268134408
2661,Melvin Gordon,87.95358105268525
948,Darren Fells,87.90915153447116
1304,Elijah McGuire,87.82510172985623
1903,Joe Flacco,87.68193109188664
1715,James Robinson,87.62067885929358
3756,Will Dissly,87.54043310822091
736,Cooper Kupp,87.49530831157635
1721,James White,87.47203001086613
1756,Jarius Wright,87.44898118203638
1657,Jalen Hurts,87.39420115607028
1742,Jared Cook,87.36102169721906
3765,Willie Snead,87.25154010004755
101,Alexander Mattison,87.09544791671028
1098,Demarcus Robinson,87.02831525888158
192,Anthony Miller,87.01945082405604
1655,Jalen Guyton,86.953798003043
2577,Mason Rudolph,86.91966158616219
151,Andre Ellington,86.87366351527818
3059,Rex Burkhead,86.87222941441526
3146,Rondale Moore,86.85900465159966
3226,Sam Darnold,86.53489739146389
333,Boston Scott,86.42797914156436
1167,Deshaun Watson,86.42003553866111
495,Cam Newton,86.27902176380317
2388,Latavius Murray,86.2364144693455
1327,Eric Ebron,86.0870691854844
3280,Seth Roberts,86.01911321871569
404,Brian Hill,85.97421913084077
1469,Greg Dulcich,85.93580298513858
1464,Golden Tate,85.72216782701152
1118,Deon Jackson,85.71989124314946
2651,Mecole Hardman,85.67333817308617
2837,Nick Foles,85.58083875062006
1262,Duke Johnson,85.58069773808954
1377,Frank Gore,85.42288510907086
2886,Nyheim Hines,85.39190867062092
2169,Kalen Ballage,85.34816836594518
3747,Wendell Smallwood,85.32900388475396
3287,Shane Vereen,85.1765183023332
1809,Jaylen Samuels,85.15879545759715
2405,LeGarrette Blount,85.15592333132352
1371,Foster Moreau,85.12810720849937
1503,Henry Ruggs III,84.98187461286571
3238,Sammy Watkins,84.95347402085785
1614,Jacquizz Rodgers,84.70477236936564
340,Brandin Cooks,84.66532919917856
1795,Javorius Allen,84.65880240311495
657,Chris Thompson,84.65711767948902
121,Allen Robinson,84.6505200844831
959,Darren Waller,84.64399029292775
590,Chester Rogers,84.51257905500654
1103,Demaryius Thomas,84.23250755135545
3791,Zach Pascal,84.12463781949721
507,Cameron Brate,84.10991635607502
3332,Sterling Shepard,83.92243648425224
801,D'Onta Foreman,83.75201269905484
2997,Quez Watkins,83.73345090359804
3020,Randall Cobb,83.72412598527148
1675,Jamaal Williams,83.38757981846322
762,Corey Davis,83.32688604513706
110,Allen Hurns,83.2652903189694
64,Albert Wilson,83.23595388006495
1758,Jaron Brown,83.21190871501088
3553,Tre'Quan Smith,83.18719921364409
3560,Trent Sherfield,83.16874244410245
2068,Josh Palmer,83.14354138431688
620,Chris Herndon,83.13094868515313
286,Ben Skowronek,83.01967697873066
3438,Terrace Marshall Jr.,83.0178804756532
2859,Nick Westbrook-Ikhine,83.01759499675013
1353,Evan Engram,82.98931051738148
3251,Scott Miller,82.96153407153643
45,Adam Thielen,82.9303996351098
3592,Trey Burton,82.8743773801418
31,Adam Humphries,82.87174831903941
3657,Tyler Eifert,82.8415079642103
253,Austin Hooper,82.82442692943994
1376,Frank Gore,82.66162074688394
2341,Kyle Rudolph,82.62431457138908
488,Cam Akers,82.52141965381544
1786,Jauan Jennings,82.4335296996921
3513,Torrey Smith,82.34147411979677
1909,Joe Mixon,82.32223169304706
3021,Randall Cobb,82.31209658612431
235,Auden Tate,82.31127026551121
2681,Michael Gallup,82.27665214009008
2092,JuJu Smith-Schuster,82.2288620433656
2269,Kenyan Drake,82.21197352325389
2889,Nyheim Hines,82.17339313686037
3798,Zack Moss,82.11307215325454
1912,Joe Mixon,81.78786385507826
2973,Phillip Dorsett,81.70357270712101
1060,DeSean Jackson,81.64099640358944
1892,Jimmy Graham,81.60412243270483
3012,Raheem Mostert,81.54067742903403
2905,Olamide Zaccheaus,81.41318653515157
2982,Pierre Garcon,81.38258527862584
2872,Noah Fant,81.33177754370716
3019,Randall Cobb,81.28378855578035
146,Ameer Abdullah,81.03743166429318
391,Breshad Perriman,80.61950738667109
2841,Nick Mullens,80.37958615372473
3107,Robert Foster,80.35813117671943
2260,Kenny Golladay,80.30874607871131
1865,Jermaine Kearse,80.24895285583165
1718,James Washington,80.21437558250004
662,Christian Kirk,80.07786973769223
630,Chris Ivory,79.97829245277386
1546,Isaiah McKenzie,79.86348328318998
2891,O.J. Howard,79.86334050215912
1569,J.K. Dobbins,79.72301280641047
108,Allen Hurns,79.67896325782309
66,Albert Wilson,79.60795232280431
1654,Jalen Guyton,79.14671527017249
1516,Hunter Renfrow,79.10343318077085
2418,Leonard Fournette,79.09116750310469
3719,Van Jefferson,79.02752001385008
113,Allen Lazard,79.00504556445023
3587,Trevor Siemian,78.99653981424143
65,Albert Wilson,78.98683725327177
1992,Jordan Howard,78.97658341846126
1354,Evan Engram,78.9148820758308
2753,Mitchell Trubisky,78.87329785973907
3554,Tre'Quan Smith,78.84900787519382
2546,Marquez Valdes-Scantling,78.84900787519382
1924,John Brown,78.84900787519382
2195,Keelan Cole,78.75724122066934
1384,Freddie Swain,78.74511901103695
2131,Justin Jackson,78.72962202145521
878,Dan Arnold,78.72566129790731
1593,Jack Doyle,78.69819528052126
1640,Jakeem Grant,78.68993679977146
288,Ben Watson,78.68602302279697
35,Adam Humphries,78.60665784381445
3344,Steven Sims,78.59908588233364
1154,Derrick Henry,78.57415507009051
2684,Michael Pittman Jr.,78.51801864318634
120,Allen Robinson,78.51618016897878
380,Braxton Berrios,78.50051283620195
1043,DeAndre Carter,78.49292536989127
1240,Dontrell Hilliard,78.3954708315426
2899,Odell Beckham Jr.,78.35884207604586
609,Chris Conley,78.01197812529574
2999,Quincy Enunwa,77.8792937355736
1370,Foster Moreau,77.15871237616597
332,Boston Scott,77.0821400559312
25,Aaron Rodgers,77.01408253354673
3758,Will Fuller,76.99248597997949
3767,Willie Snead,76.94176648417735
2338,Kyle Pitts,76.88620573701297
3423,Ted Ginn Jr.,76.82529753428076
625,Chris Hogan,76.81670478726107
1980,Jonnu Smith,76.78854362519368
3031,Rashard Higgins,76.74794908004253
629,Chris Ivory,76.72055155772557
1939,John Ross,76.63458073743286
1871,Jerry Jeudy,76.60958942492938
1068,DeVante Parker,76.54935183557978
2440,Logan Thomas,76.51378606510994
1578,JJ Nelson,76.50229919584051
1200,Devontae Booker,76.47536357498997
517,Carlos Hyde,76.25086904036392
1440,Gerald Everett,76.17199669616694
3669,Tyler Huntley,76.10077766553368
3061,Rex Burkhead,76.07961928282094
169,Andy Dalton,76.03621056683176
2590,Matt Breida,75.8630125827353
3056,Rex Burkhead,75.80979471378981
214,Antonio Gates,75.75441052822522
3412,Taysom Hill,75.66218213125454
3130,Rod Smith,75.57750333667119
1502,Henry Ruggs III,75.47362282361678
2571,Marvin Jones,75.45981681541598
3709,Tyrod Taylor,75.42698540923524
1505,Hunter Henry,75.34005041152884
884,Daniel Bellinger,75.19616068443315
945,Darrell Henderson,75.18360225132038
3234,Samaje Perine,75.16633397570737
1676,Jamaal Williams,75.13462970930142
588,Chase Edmonds,75.08021426638452
112,Allen Lazard,75.07540202831127
2814,Nelson Agholor,75.07423717700827
3239,Sammy Watkins,75.07015144503981
1851,Jeremy McNichols,74.97500659095735
3058,Rex Burkhead,74.88598153520105
656,Chris Thompson,74.8543593489041
1837,Jelani Woods,74.83551768328056
2239,Kendrick Bourne,74.7986892664653
3722,Vance McDonald,74.76599810079773
1315,Emmanuel Sanders,74.76401718136091
2008,Jordan Reed,74.70401831839355
529,Case Keenum,74.69925414294175
2692,Michael Thomas,74.63921321281843
2758,Mitchell Trubisky,74.63223555007956
2862,Nico Collins,74.61882111865192
2158,Kadarius Toney,74.55779910202132
3757,Will Fuller,74.54134477890356
1176,Devin Duvernay,74.49931167455298
2378,Laquon Treadwell,74.39069456092336
1785,Jauan Jennings,74.38110419025985
995,David Johnson,74.08789714691925
356,Brandon Coleman,73.70317923839733
142,Ameer Abdullah,73.61861562706477
670,Christian McCaffrey,73.60633922781315
2182,Kareem Hunt,73.52859847573951
862,Damien Williams,73.17872147789414
3307,Spencer Ware,73.0816104866444
3674,Tyler Kroft,72.97530924031165
1097,Demarcus Robinson,72.83803464206089
3680,Tyler Lockett,72.80976210504471
1002,David Moore,72.7931495492439
567,Charles Sims,72.66118119393468
95,Alex Smith,72.46032507386565
2154,KJ Hamler,72.41281011283152
858,Damien Harris,72.41193638628505
2543,Marquez Valdes-Scantling,72.3183397759254
2074,Josh Reynolds,72.2866819493772
1483,Gus Edwards,72.23330326276914
2103,Julio Jones,72.05490518764189
2764,Mo Alie-Cox,71.96242277766395
1293,Ed Dickson,71.89463515782695
3166,Russell Gage,71.83640752952965
1280,Dwayne Haskins,71.61587438565425
213,Antonio Gates,71.56368390810985
2395,Laviska Shenault Jr.,71.50183614899233
3241,Sammy Watkins,71.36284180916245
99,Alexander Mattison,71.34800625715174
487,Calvin Ridley,71.18165548220071
3417,Taywan Taylor,71.1293358781152
624,Chris Hogan,71.02400180608142
1554,Ito Smith,71.02187700344287
331,Boston Scott,70.92439262491631
2240,Kendrick Bourne,70.83427616874424
1661,Jalen Reagor,70.83183674015562
2199,Keelan Cole,70.81915703804096
515,Carlos Hyde,70.77167608116044
2104,Julio Jones,70.73562079878589
2877,Noah Gray,70.72112896823172
2560,Marshawn Lynch,70.68117394954956
187,Anthony Firkser,70.65795980541733
1738,Jamycal Hasty,70.63682549389607
511,Cameron Brate,70.63464758326332
2901,Olabisi Johnson,70.56961989912098
2223,Keke Coutee,70.55473211773794
1662,Jalen Reagor,70.4531509492244
2298,Khalil Herbert,70.27618844269186
3143,Ronald Jones II,70.21367431305993
2515,Mark Andrews,70.06929057577659
2278,Kerryon Johnson,70.0601989657915
1329,Eric Ebron,70.0284347496986
2229,Kelvin Benjamin,69.98628321878485
249,Austin Hooper,69.92952204241585
3336,Sterling Shepard,69.92075611727567
1281,Dwayne Haskins,69.86010930374424
499,Cam Sims,69.85954784979711
321,Blake Jarwin,69.82334289063762
89,Alex Erickson,69.78781419944832
1686,Jamal Agnew,69.77733316733845
3766,Willie Snead,69.7736251829835
949,Darren Fells,69.75083894209082
710,Colby Parkinson,69.72472402975826
1685,Jamal Agnew,69.59989379205209
1862,Jermaine Gresham,69.57684624591998
33,Adam Humphries,69.56499221299235
901,Danny Amendola,69.5290190081485
3084,Ricky Seals-Jones,69.4494262237629
1303,Elijah McGuire,69.24348797450419
2811,Nelson Agholor,69.23118613246348
1264,Duke Johnson,69.19874282036149
879,Dan Arnold,69.17010857085033
62,Albert Okwuegbunam,69.09342597886759
3741,Wayne Gallman,69.06290785869857
1064,DeSean Jackson,68.99502846964315
1448,Geronimo Allison,68.62952203268556
1666,Jalen Richard,68.53666413381832
84,Alex Collins,68.45671701250417
1246,Doug Martin,68.32584535283006
2402,Le'Veon Bell,68.27414255008557
3727,Vernon Davis,67.61285905518676
1986,Jordan Akins,67.43864425295396
427,Bruce Ellington,67.21257839278822
2082,Joshua Kelley,67.10776246610216
1602,Jacob Hollister,67.00906370882443
475,C.J. Uzomah,66.99101674595893
186,Anthony Firkser,66.96012151914105
422,Brock Osweiler,66.95034022856004
907,Dante Pettis,66.63397229881376
509,Cameron Brate,66.45521047858641
2230,Kelvin Harmon,66.4288916508056
3160,Royce Freeman,66.36755671421463
3367,T.Y. Hilton,66.3327028950395
704,Cody Latimer,66.32625778031236
3688,Tyquan Thornton,66.28833403970911
2281,Kerwynn Williams,66.25849531810627
2333,Kyle Juszczyk,66.22538784028683
3376,Tajae Sharpe,66.165760638051
2985,Preston Williams,66.15495379143194
1985,Jordan Akins,66.1268493402855
3187,Ryan Grant,66.0684710241417
3402,Taylor Gabriel,66.04670445738431
1439,Gerald Everett,66.02346135534964
561,Charcandrick West,66.00867856661844
622,Chris Herndon,65.95222103965092
2071,Josh Reynolds,65.9317846353089
2332,Kyle Juszczyk,65.92273451736595
1089,Deebo Samuel,65.85596404610979
3551,Tre'Quan Smith,65.85214579070838
1325,Equanimeous St. Brown,65.84997430132219
911,Dante Pettis,65.76390640828359
2084,Joshua Kelley,65.66633917598577
2763,Mo Alie-Cox,65.55594754173536
1610,Jacoby Brissett,65.40547856673298
2945,Paul Richardson,65.29115654812526
3672,Tyler Johnson,65.28856950850913
3509,Tony Pollard,65.16039647477788
2279,Kerryon Johnson,65.08417701982152
3279,Seth Roberts,65.03836886132115
1808,Jaylen Samuels,64.98532388396436
2179,Kapri Bibbs,64.87111359436778
747,Cordarrelle Patterson,64.85185337483396
1239,Dontrell Hilliard,64.69242013670647
3359,T.J. Yeldon,64.64929593381416
3230,Samaje Perine,64.57665358933444
1198,Devontae Booker,64.2744939571168
3800,Zack Moss,64.21206614422468
1482,Gus Edwards,64.0922372728802
243,Austin Ekeler,63.899238494337794
2678,Michael Gallup,63.40693023389626
1471,Greg Olsen,63.25939031087116
1397,Garrett Celek,63.125307017025754
3427,Teddy Bridgewater,63.09411276008939
3711,Tyron Johnson,63.06650019980934
3191,Ryan Griffin,62.98968365635187
3574,Trenton Irwin,62.85250441847319
3067,Ricardo Louis,62.83521508718159
3620,Tutu Atwell,62.825400332461264
425,Brock Wright,62.754190334784724
2555,Marquise Goodwin,62.683379424384775
1673,Jamaal Charles,62.65811835135944
3242,Sammy Watkins,62.64493283743081
1823,Jeff Heuerman,62.61503727024477
690,Coby Fleener,62.6102992663027
1428,Geoff Swaim,62.607907636854435
1527,Irv Smith Jr.,62.589027275809414
1272,Durham Smythe,62.54960620813606
3353,T.J. Jones,62.496594130809484
2509,Marcus Mariota,62.416273494259165
3777,Zach Ertz,62.334854231866885
3561,Trent Taylor,62.22624332556813
927,Darius Slayton,61.97619290100718
1257,Drew Sample,61.96241915561652
1451,Giovani Bernard,61.84654095313958
3294,Shi Smith,61.498385915581856
421,Brock Osweiler,61.45950978226996
829,DaeSean Hamilton,61.427400058777415
1099,Demarcus Robinson,61.41737087639813
1051,DeAndre Washington,61.41468138760782
1430,George Kittle,61.413971164330185
3302,Sony Michel,61.2601505592062
1561,J.D. McKissic,61.128750703181865
585,Chase Edmonds,61.0755690569779
1904,Joe Flacco,61.058955684317965
2593,Matt Breida,61.03257294410088
10,A.J. Green,60.94056541721542
3600,Trey McBride,60.84988674002653
2347,Kylen Granson,60.84963382646376
1493,Harrison Bryant,60.78102943521882
3207,Ryan Switzer,60.74823035620128
1938,John Ross,60.73291944594025
2532,Marlon Mack,60.63914153169267
2892,O.J. Howard,60.63130071992587
508,Cameron Brate,60.60275625118242
2160,Kaden Smith,60.59543367461839
2544,Marquez Valdes-Scantling,60.55876895097181
1212,Dion Lewis,60.546086112331736
2719,Mike Gillislee,60.49837857942523
2588,Matt Breida,60.36663489253966
2986,Preston Williams,60.196787911933015
3395,Tavarres King,59.92585234555346
3809,Zonovan Knight,59.9072879133737
2044,Josh Gordon,59.89205421478525
1982,Jonnu Smith,59.77570499579106
297,Benny Snell Jr.,59.61691379133439
2890,O.J. Howard,59.574142739991885
3598,Trey Lance,59.548104977238864
3194,Ryan Griffin,59.5018146487949
2140,Justin Watson,59.49890305103339
1197,Devontae Booker,59.47661064715214
2642,Maurice Harris,59.39958308157862
836,Dallas Goedert,59.36839759153403
1769,Jarvis Landry,59.32534342404548
2785,N'Keal Harry,59.31078289899841
290,Bennie Fowler,59.29835751124843
2972,Phillip Dorsett,59.21101793753013
2049,Josh Hill,59.205485731073324
1719,James Washington,59.19844384738363
2983,Pierre Garcon,59.1545020227927
758,Corey Coleman,59.14622725453752
3045,Ray-Ray McCloud,59.14552620292593
2564,Martellus Bennett,59.133097829041354
607,Chris Conley,59.099226050621766
3046,Ray-Ray McCloud,59.06721812538683
428,Bruce Ellington,59.05563676952619
906,Danny Woodhead,58.946972669014976
2196,Keelan Cole,58.69986336177094
610,Chris Conley,58.57886115519145
1592,Jack Doyle,58.53958628546995
1213,Dion Lewis,58.500271495574836
592,Chester Rogers,58.43629083291855
870,Damiere Byrd,58.43293815407724
2024,Josh Adams,58.43013336148039
1499,Hayden Hurst,58.40471287631723
450,C.J. Anderson,58.39689613953956
3076,Richie James,58.359520754628214
452,C.J. Beathard,58.19787025925983
3349,T.J. Hockenson,57.90188683117878
1153,Derrick Gore,57.89941989078696
2159,Kadarius Toney,57.87937960273666
416,Brice Butler,57.8706462694264
1024,Dawson Knox,57.68404002658014
1876,Jesse James,57.658190171094844
3589,Trey Burton,57.615273060720135
3071,Richard Rodgers,57.45279847721651
2197,Keelan Cole,57.40930752189998
1757,Jarius Wright,57.39425410274268
2255,Kenny Britt,57.36347529840255
828,DaeSean Hamilton,57.34977619251896
202,Antoine Wesley,57.19912461126142
1485,Gus Edwards,57.1978723860629
1817,Jeff Driskel,57.14600563394947
50,Adam Trautman,57.12403280072923
2950,Peyton Barber,56.87461016306983
1664,Jalen Richard,56.86700516022623
864,Damien Williams,56.748427512759015
953,Darren Sproles,56.70744450321366
1162,Derrius Guice,56.61604992761568
1559,J.D. McKissic,56.55706193347295
749,Cordarrelle Patterson,56.54240837879962
382,Braxton Berrios,56.5274371214912
3533,Travis Homer,56.43493786406064
2924,Patrick Laird,56.262225340421736
2738,Mike White,56.137906339988255
745,Cooper Rush,56.1022940831001
302,Bilal Powell,55.79871866818453
2236,Kendall Hinton,55.749632153667164
479,C.J. Uzomah,55.56512649146921
1008,David Njoku,55.55747641957588
2098,Julian Edelman,55.51426593815084
2746,Miles Boykin,55.51392152931996
3017,Randall Cobb,55.418543614249735
3787,Zach Miller,55.407089838638726
3217,Salvon Ahmed,55.37532863197436
510,Cameron Brate,55.33941422966773
1497,Hayden Hurst,55.33941422966773
1492,Harrison Bryant,55.328273021457775
1232,Donte Moncrief,55.3175639688072
1438,Gerald Everett,55.31701979912264
1877,Jesse James,55.3087189207582
2034,Josh Bellamy,55.225718673424446
2779,MyCole Pruitt,55.19580454169298
109,Allen Hurns,55.117783023204936
453,C.J. Beathard,55.1136490727547
2256,Kenny Golladay,55.103920908100584
1759,Jaron Brown,55.08430479772269
320,Blake Jarwin,55.08306922353977
1529,Irv Smith Jr.,55.05359642140398
3275,Seth Devalve,54.9907856270242
1094,Delanie Walker,54.99027142156547
2088,Josiah Deguara,54.9682975474267
914,Dare Ogunbowale,54.88455648806149
752,Corey Clement,54.83097850275881
1253,Drew Lock,54.79028282310391
3626,Ty Montgomery,54.68351105895352
